Species1	Species2	Values
Homo sapiens	[Clostridium] hylemonae	-0.800404310435297
Homo sapiens	Dorea longicatena	-0.535780995901037
Homo sapiens	Lachnospiraceae bacterium	-0.743736177259312
Homo sapiens	Lachnospiraceae bacterium GAM79	-0.668976714714371
Homo sapiens	Enterocloster bolteae	-0.038503621884513
Homo sapiens	Enterocloster clostridioformis	-0.733227811536514
Homo sapiens	Lachnospira eligens	-0.651882336533119
Homo sapiens	Faecalicatena sp. Marseille-Q4148	-0.836507336511449
Homo sapiens	Wansuia hejianensis	-0.733361858652553
Homo sapiens	Oscillospiraceae bacterium	-0.741615224614623
Homo sapiens	Ruminococcus sp. SR1/5	-0.444465684657245
Homo sapiens	Faecalibacterium prausnitzii	-0.362667408806349
Homo sapiens	Faecalibacterium sp. IP329	-0.334528692779
Homo sapiens	Faecalibacterium sp. I2392	-0.326459305664581
Homo sapiens	Faecalibacterium sp. I4384	-0.397812248975728
Homo sapiens	[Eubacterium] siraeum	-0.688886782904123
Homo sapiens	Flavonifractor plautii	-0.42105572204491
Homo sapiens	Vescimonas coprocola	-0.339061965289864
Homo sapiens	Clostridium sp. M62/1	-0.530110569856507
Homo sapiens	Eubacterium callanderi	-0.19385450873945
Homo sapiens	Eubacterium sp. c-25	-0.707601017393669
Homo sapiens	Eubacterium limosum	-0.249457961905085
Homo sapiens	Clostridioides difficile	-0.896845824353974
Homo sapiens	Mogibacterium diversum	-0.432205376553565
Homo sapiens	butyrate-producing bacterium SS3/4	-0.730023969800403
Homo sapiens	uncultured Clostridia bacterium	-0.748794129974149
Homo sapiens	Clostridia bacterium UC5.1-1D4	-0.499246949016559
Homo sapiens	Erysipelatoclostridium ramosum	-0.58263813456838
Homo sapiens	[Clostridium] innocuum	-0.526262915826114
Homo sapiens	Erysipelotrichaceae bacterium 66202529	-0.120256093484355
Homo sapiens	Longicatena caecimuris	-0.258821344250582
Homo sapiens	Faecalitalea cylindroides	-0.648307168318076
Homo sapiens	Parvimonas micra	-0.312588909597456
Homo sapiens	Lawsonella clevelandensis	-0.337784710459724
Homo sapiens	Actinomyces graevenitzii	-0.42750184144826
Homo sapiens	Actinomyces naeslundii	-0.419003652642439
Homo sapiens	Actinomyces sp. oral taxon 414	-0.427523322162752
Homo sapiens	Actinomyces pacaensis	-0.41071492963239
Homo sapiens	Actinomyces oris	-0.690171834443177
Homo sapiens	Schaalia odontolytica	-0.52226773335657
Homo sapiens	Pauljensenia hongkongensis	-0.409315007778985
Homo sapiens	Bifidobacterium longum	-0.135063186390534
Homo sapiens	Eggerthella lenta	-0.607656246003511
Homo sapiens	Adlercreutzia hattorii	-0.569986282369011
Homo sapiens	Adlercreutzia equolifaciens	-0.503877814719628
Homo sapiens	Collinsella aerofaciens	-0.567127309570165
Homo sapiens	Lancefieldella parvula	-0.504240776489969
Homo sapiens	Escherichia coli	-0.296451305013481
Homo sapiens	Klebsiella pneumoniae	0.0666765865842736
Homo sapiens	Salmonella enterica	-0.34847771231357
Homo sapiens	Polynucleobacter sp. MG-Unter2-18	0.284968497002163
Homo sapiens	Bacteroides thetaiotaomicron	-0.0469318266024526
Homo sapiens	Bacteroides uniformis	-0.210972791816133
Homo sapiens	Bacteroides ovatus	-0.238306896443312
Homo sapiens	Bacteroides xylanisolvens	-0.120840963826236
Homo sapiens	Bacteroides caccae	-0.14627393712771
Homo sapiens	Bacteroides fragilis	-0.370335697834444
Homo sapiens	Phocaeicola dorei	-0.22916008745273
Homo sapiens	Phocaeicola vulgatus	-0.112308019031551
Homo sapiens	Parabacteroides distasonis	-0.169858116705905
Homo sapiens	Parabacteroides merdae	-0.00719689971693317
Homo sapiens	Alistipes onderdonkii	-0.354841641980258
Homo sapiens	Alistipes shahii	-0.327204154857168
Homo sapiens	Akkermansia muciniphila	-0.202535460533173
Homo sapiens	uncultured human fecal virus	-0.727527547045578
Homo sapiens	Blautia pseudococcoides	-0.795345653422581
Homo sapiens	Anaerostipes caccae	-0.461336176361109
Homo sapiens	Lachnoclostridium sp. YL32	-0.559355550326906
Homo sapiens	Lachnoclostridium phocaeense	-0.466622262767295
Homo sapiens	Simiaoa sunii	-0.801732411260412
Homo sapiens	Sellimonas intestinalis	-0.434423949763662
Homo sapiens	Dysosmobacter welbionis	-0.486700241748909
Homo sapiens	Clostridiaceae bacterium Marseille-Q4149	-0.439520682479987
Homo sapiens	Eubacterium sp. NSJ-61	-0.684207189371925
Homo sapiens	Massilistercora timonensis	-0.477273320204631
Homo sapiens	Clostridiales bacterium CCNA10	-0.734996267122007
Homo sapiens	Geobacillus zalihae	0.121247138850744
Homo sapiens	Streptococcus vestibularis	-0.45780531612188
Homo sapiens	Streptococcus sp. HSISM1	-0.615054147920136
Homo sapiens	Streptococcus sp. LPB0220	-0.635423155815366
Homo sapiens	Streptococcus sp. HSISS3	-0.464308584975598
Homo sapiens	Streptococcus anginosus	-0.495550803922883
Homo sapiens	Streptococcus mitis	-0.397895648814989
Homo sapiens	Streptococcus sanguinis	-0.586884805873791
Homo sapiens	Streptococcus oralis	-0.624921942004485
Homo sapiens	Lactococcus lactis	-0.522756409331101
Homo sapiens	Limosilactobacillus oris	-0.301314832197468
Homo sapiens	Lactiplantibacillus plantarum	-0.249345937413121
Homo sapiens	Lacticaseibacillus rhamnosus	0.0156426614820433
Homo sapiens	Faecalibacillus intestinalis	-0.466694510383972
Homo sapiens	Catenibacterium sp. co_0103	-0.576912785844691
Homo sapiens	Bifidobacterium adolescentis	0.041090388222928
Homo sapiens	Bifidobacterium pseudocatenulatum	0.0347909679196279
Homo sapiens	Bifidobacterium breve	-0.469897479565222
Homo sapiens	Bifidobacterium bifidum	0.00248291822268775
Homo sapiens	Bifidobacterium dentium	-0.434021792198947
Homo sapiens	Actinomyces sp. oral taxon 171	-0.557384415338573
Homo sapiens	Actinomyces sp. oral taxon 169	-0.605049728558628
Homo sapiens	Cutibacterium acnes	0.0479382699613053
Homo sapiens	Gordonibacter urolithinfaciens	-0.712822764050163
Homo sapiens	Gordonibacter pamelaeae	-0.740891688957315
Homo sapiens	Bacteroides stercoris	-0.267739744761583
Homo sapiens	Bacteroides salyersiae	0.0607214192858301
Homo sapiens	Streptococcus lutetiensis	-0.235167839012616
Homo sapiens	Enterococcus avium	-0.444100555243043
Homo sapiens	Acidaminococcus intestini	0.0143652056565094
Homo sapiens	Faecalibacterium sp. IP118	-0.277472353219397
Homo sapiens	Ruthenibacterium lactatiformans	-0.503692567961316
Homo sapiens	Streptococcus agalactiae	-0.57012951038084
Homo sapiens	Actinomyces sp. HMT 175	-0.667494168812031
Homo sapiens	Bacteroides sp. KGMB07931	-0.0135396399498303
Saccharomyces cerevisiae	Homo sapiens	0.284486700906311
Saccharomyces cerevisiae	Saccharomyces cerevisiae	1
Saccharomyces cerevisiae	Candida tropicalis	-0.0567085159097544
Saccharomyces cerevisiae	Candida albicans	0.118647393772207
Saccharomyces cerevisiae	Botrytis cinerea	0.868578334112023
Saccharomyces cerevisiae	Aspergillus oryzae	0.613245353892555
Saccharomyces cerevisiae	Toxoplasma gondii	0.652728533236904
Saccharomyces cerevisiae	Trypanosoma brucei	0.516880798980592
Saccharomyces cerevisiae	Leishmania infantum	0.730491721548151
Saccharomyces cerevisiae	Staphylococcus aureus	-0.139040072732468
Saccharomyces cerevisiae	Streptococcus pneumoniae	0.237721348910757
Saccharomyces cerevisiae	Streptococcus thermophilus	0.0428374357940816
Saccharomyces cerevisiae	Streptococcus sp. A12	0.188361384170007
Saccharomyces cerevisiae	Streptococcus salivarius	-0.213185946346737
Saccharomyces cerevisiae	Streptococcus australis	0.176046600841001
Saccharomyces cerevisiae	Streptococcus parasanguinis	-0.198137222464249
Saccharomyces cerevisiae	Lactococcus piscium	0.0854486654661943
Saccharomyces cerevisiae	Limosilactobacillus fermentum	-0.0935205504634841
Saccharomyces cerevisiae	Latilactobacillus sakei	0.191811817758218
Saccharomyces cerevisiae	Leuconostoc carnosum	0.180951622488853
Saccharomyces cerevisiae	Lactobacillus helveticus	0.200398713839649
Saccharomyces cerevisiae	Enterococcus faecium	-0.332337825501
Saccharomyces cerevisiae	Abiotrophia defectiva	0.179647163201503
Saccharomyces cerevisiae	Blautia wexlerae	-0.0891707177817089
Saccharomyces cerevisiae	Blautia massiliensis	0.152334812025949
Saccharomyces cerevisiae	Blautia sp. SC05B48	0.142279072710726
Saccharomyces cerevisiae	Blautia sp. NBRC 113351	-0.248956958172486
Saccharomyces cerevisiae	Blautia obeum	-0.155078063691473
Saccharomyces cerevisiae	Blautia argi	-0.318232713401563
Saccharomyces cerevisiae	Blautia producta	-0.243557891443931
Saccharomyces cerevisiae	uncultured Blautia sp.	-0.256970608672124
Saccharomyces cerevisiae	Anaerostipes hadrus	0.158367660182684
Saccharomyces cerevisiae	[Ruminococcus] torques	-0.277971737339937
Saccharomyces cerevisiae	[Ruminococcus] gnavus	-0.250840851056899
Saccharomyces cerevisiae	[Eubacterium] rectale	-0.258586068925959
Saccharomyces cerevisiae	Roseburia intestinalis	-0.32455236011409
Saccharomyces cerevisiae	Roseburia hominis	-0.191606422801284
Saccharomyces cerevisiae	Roseburia sp. NSJ-69	-0.250505641719426
Saccharomyces cerevisiae	Anaerobutyricum hallii	-0.219280918722578
Saccharomyces cerevisiae	Coprococcus comes	-0.229318677445591
Saccharomyces cerevisiae	Coprococcus catus	-0.205764406095463
Saccharomyces cerevisiae	[Clostridium] scindens	-0.232117503331791
Saccharomyces cerevisiae	[Clostridium] symbiosum	-0.315820538437371
Saccharomyces cerevisiae	[Clostridium] hylemonae	-0.107719734217042
Saccharomyces cerevisiae	Dorea longicatena	-0.218489103240831
Saccharomyces cerevisiae	Lachnospiraceae bacterium	-0.348313849775788
Saccharomyces cerevisiae	Lachnospiraceae bacterium GAM79	-0.257678356795437
Saccharomyces cerevisiae	Enterocloster bolteae	-0.158404971099401
Saccharomyces cerevisiae	Enterocloster clostridioformis	-0.224725940007649
Saccharomyces cerevisiae	Lachnospira eligens	-0.272354975078625
Saccharomyces cerevisiae	Faecalicatena sp. Marseille-Q4148	-0.327768869259618
Saccharomyces cerevisiae	Wansuia hejianensis	-0.332399970214499
Saccharomyces cerevisiae	Oscillospiraceae bacterium	-0.260661152113273
Saccharomyces cerevisiae	Ruminococcus sp. SR1/5	0.15605120042037
Saccharomyces cerevisiae	Faecalibacterium prausnitzii	-0.175799931277041
Saccharomyces cerevisiae	Faecalibacterium sp. IP329	-0.177519942228618
Saccharomyces cerevisiae	Faecalibacterium sp. I2392	-0.170180161657962
Saccharomyces cerevisiae	Faecalibacterium sp. I4384	-0.238246215894602
Saccharomyces cerevisiae	[Eubacterium] siraeum	-0.32130409725035
Saccharomyces cerevisiae	Flavonifractor plautii	-0.253467142926939
Saccharomyces cerevisiae	Vescimonas coprocola	-0.170094395384654
Saccharomyces cerevisiae	Clostridium sp. M62/1	-0.340341272951889
Saccharomyces cerevisiae	Eubacterium callanderi	-0.106150579825284
Saccharomyces cerevisiae	Eubacterium sp. c-25	-0.30846868534722
Saccharomyces cerevisiae	Eubacterium limosum	-0.113878996138168
Saccharomyces cerevisiae	Clostridioides difficile	-0.212894909765038
Saccharomyces cerevisiae	Mogibacterium diversum	-0.109969831154715
Saccharomyces cerevisiae	butyrate-producing bacterium SS3/4	-0.288079407275276
Saccharomyces cerevisiae	uncultured Clostridia bacterium	-0.311570756990505
Saccharomyces cerevisiae	Clostridia bacterium UC5.1-1D4	-0.259862845436338
Saccharomyces cerevisiae	Erysipelatoclostridium ramosum	0.0908568932032087
Saccharomyces cerevisiae	[Clostridium] innocuum	-0.262295307234885
Saccharomyces cerevisiae	Erysipelotrichaceae bacterium 66202529	-0.0667206388225133
Saccharomyces cerevisiae	Longicatena caecimuris	-0.128703372050168
Saccharomyces cerevisiae	Faecalitalea cylindroides	-0.295292543715149
Saccharomyces cerevisiae	Parvimonas micra	0.0917338405875872
Saccharomyces cerevisiae	Lawsonella clevelandensis	0.233117079160516
Saccharomyces cerevisiae	Actinomyces graevenitzii	0.177016733955097
Saccharomyces cerevisiae	Actinomyces naeslundii	0.180521076993133
Saccharomyces cerevisiae	Actinomyces sp. oral taxon 414	0.179187507040238
Saccharomyces cerevisiae	Actinomyces pacaensis	0.157977833341925
Saccharomyces cerevisiae	Actinomyces oris	-0.0663129529260917
Saccharomyces cerevisiae	Schaalia odontolytica	0.0748792497003423
Saccharomyces cerevisiae	Pauljensenia hongkongensis	0.181440823037448
Saccharomyces cerevisiae	Bifidobacterium longum	-0.0653830385183709
Saccharomyces cerevisiae	Eggerthella lenta	-0.26987989859192
Saccharomyces cerevisiae	Adlercreutzia hattorii	-0.283359884638011
Saccharomyces cerevisiae	Adlercreutzia equolifaciens	-0.245511448445836
Saccharomyces cerevisiae	Collinsella aerofaciens	-0.292407743406793
Saccharomyces cerevisiae	Lancefieldella parvula	0.116208399200061
Saccharomyces cerevisiae	Escherichia coli	-0.137407595109181
Saccharomyces cerevisiae	Klebsiella pneumoniae	-0.103308344885479
Saccharomyces cerevisiae	Salmonella enterica	-0.134184851941058
Saccharomyces cerevisiae	Polynucleobacter sp. MG-Unter2-18	0.736141370525379
Saccharomyces cerevisiae	Bacteroides thetaiotaomicron	-0.146037383807856
Saccharomyces cerevisiae	Bacteroides uniformis	-0.127450582836486
Saccharomyces cerevisiae	Bacteroides ovatus	-0.172470080025328
Saccharomyces cerevisiae	Bacteroides xylanisolvens	-0.175786821056291
Saccharomyces cerevisiae	Bacteroides caccae	-0.165735800309429
Saccharomyces cerevisiae	Bacteroides fragilis	-0.214817224945783
Saccharomyces cerevisiae	Phocaeicola dorei	-0.106237002297895
Saccharomyces cerevisiae	Phocaeicola vulgatus	-0.213959408272278
Saccharomyces cerevisiae	Parabacteroides distasonis	-0.170075865241167
Saccharomyces cerevisiae	Parabacteroides merdae	-0.197365416257215
Saccharomyces cerevisiae	Alistipes onderdonkii	-0.199755811520838
Saccharomyces cerevisiae	Alistipes shahii	-0.18595216114868
Saccharomyces cerevisiae	Akkermansia muciniphila	-0.129325044912817
Saccharomyces cerevisiae	uncultured human fecal virus	-0.0531407283689931
Saccharomyces cerevisiae	Blautia pseudococcoides	-0.291173562340971
Saccharomyces cerevisiae	Anaerostipes caccae	-0.237892833409113
Saccharomyces cerevisiae	Lachnoclostridium sp. YL32	-0.0521006607686458
Saccharomyces cerevisiae	Lachnoclostridium phocaeense	-0.237700459659533
Saccharomyces cerevisiae	Simiaoa sunii	-0.354456749074149
Saccharomyces cerevisiae	Sellimonas intestinalis	-0.220273001401224
Saccharomyces cerevisiae	Dysosmobacter welbionis	-0.247767242809839
Saccharomyces cerevisiae	Clostridiaceae bacterium Marseille-Q4149	-0.206950235073761
Saccharomyces cerevisiae	Eubacterium sp. NSJ-61	-0.276123420513859
Saccharomyces cerevisiae	Massilistercora timonensis	-0.243678373182963
Saccharomyces cerevisiae	Clostridiales bacterium CCNA10	-0.354998093789584
Saccharomyces cerevisiae	Geobacillus zalihae	-0.0174048419148222
Saccharomyces cerevisiae	Streptococcus vestibularis	-0.222577331896158
Saccharomyces cerevisiae	Streptococcus sp. HSISM1	-0.2046354619343
Saccharomyces cerevisiae	Streptococcus sp. LPB0220	-0.20373393186994
Saccharomyces cerevisiae	Streptococcus sp. HSISS3	-0.231061528577508
Saccharomyces cerevisiae	Streptococcus anginosus	-0.189680876098432
Saccharomyces cerevisiae	Streptococcus mitis	-0.16585348295844
Saccharomyces cerevisiae	Streptococcus sanguinis	0.0566832375928982
Saccharomyces cerevisiae	Streptococcus oralis	-0.214193344348052
Saccharomyces cerevisiae	Lactococcus lactis	-0.242638866717539
Saccharomyces cerevisiae	Limosilactobacillus oris	-0.221302246867619
Saccharomyces cerevisiae	Lactiplantibacillus plantarum	0.0321916839954051
Saccharomyces cerevisiae	Lacticaseibacillus rhamnosus	0.0329687540636314
Saccharomyces cerevisiae	Faecalibacillus intestinalis	-0.234121116007912
Saccharomyces cerevisiae	Catenibacterium sp. co_0103	-0.255110890848273
Saccharomyces cerevisiae	Bifidobacterium adolescentis	-0.0810668658692674
Saccharomyces cerevisiae	Bifidobacterium pseudocatenulatum	-0.0205782102048468
Saccharomyces cerevisiae	Bifidobacterium breve	-0.235632275060202
Saccharomyces cerevisiae	Bifidobacterium bifidum	-0.010408920236104
Saccharomyces cerevisiae	Bifidobacterium dentium	-0.225443787355667
Saccharomyces cerevisiae	Actinomyces sp. oral taxon 171	0.076035681486395
Saccharomyces cerevisiae	Actinomyces sp. oral taxon 169	-0.231625947766762
Saccharomyces cerevisiae	Cutibacterium acnes	-0.0551204820167009
Saccharomyces cerevisiae	Gordonibacter urolithinfaciens	-0.364019379712874
Saccharomyces cerevisiae	Gordonibacter pamelaeae	-0.344274666660374
Saccharomyces cerevisiae	Bacteroides stercoris	-0.207817260698458
Saccharomyces cerevisiae	Bacteroides salyersiae	0.169641100755802
Saccharomyces cerevisiae	Streptococcus lutetiensis	-0.09615813552433
Saccharomyces cerevisiae	Enterococcus avium	-0.229295967659877
Saccharomyces cerevisiae	Acidaminococcus intestini	-0.0866382034777891
Saccharomyces cerevisiae	Faecalibacterium sp. IP118	-0.0572384037939276
Saccharomyces cerevisiae	Ruthenibacterium lactatiformans	-0.254695340350331
Saccharomyces cerevisiae	Streptococcus agalactiae	-0.25758298923956
Saccharomyces cerevisiae	Actinomyces sp. HMT 175	-0.175875199889365
Saccharomyces cerevisiae	Bacteroides sp. KGMB07931	-0.149688381477591
Candida tropicalis	Homo sapiens	0.0346339479282437
Candida tropicalis	Saccharomyces cerevisiae	-0.0567085159097544
Candida tropicalis	Candida tropicalis	1
Candida tropicalis	Candida albicans	0.180784982976652
Candida tropicalis	Botrytis cinerea	0.00480317276490922
Candida tropicalis	Aspergillus oryzae	0.324100949928625
Candida tropicalis	Toxoplasma gondii	-0.10606289439222
Candida tropicalis	Trypanosoma brucei	-0.0613048302909553
Candida tropicalis	Leishmania infantum	0.000987976831653848
Candida tropicalis	Staphylococcus aureus	-0.0426804155752049
Candida tropicalis	Streptococcus pneumoniae	-0.0403834691719865
Candida tropicalis	Streptococcus thermophilus	-0.0443735546273201
Candida tropicalis	Streptococcus sp. A12	-0.0433551411467104
Candida tropicalis	Streptococcus salivarius	0.0105126041377053
Candida tropicalis	Streptococcus australis	-0.0303426507094156
Candida tropicalis	Streptococcus parasanguinis	0.245794664972526
Candida tropicalis	Lactococcus piscium	-0.0517577106386539
Candida tropicalis	Limosilactobacillus fermentum	-0.0267960072793063
Candida tropicalis	Latilactobacillus sakei	-0.0485950609366726
Candida tropicalis	Leuconostoc carnosum	-0.0513181957373858
Candida tropicalis	Lactobacillus helveticus	-0.0473674045184927
Candida tropicalis	Enterococcus faecium	0.0267040439409875
Candida tropicalis	Abiotrophia defectiva	-0.0402460016144549
Candida tropicalis	Blautia wexlerae	-0.0470578155432299
Candida tropicalis	Blautia massiliensis	-0.0482383012235002
Candida tropicalis	Blautia sp. SC05B48	-0.0514329284557625
Candida tropicalis	Blautia sp. NBRC 113351	-0.0466291822011143
Candida tropicalis	Blautia obeum	-0.058450529173843
Candida tropicalis	Blautia argi	-0.0552436298696498
Candida tropicalis	Blautia producta	-0.0690445011733636
Candida tropicalis	uncultured Blautia sp.	0.0111813569672551
Candida tropicalis	Anaerostipes hadrus	-0.0514678887643705
Candida tropicalis	[Ruminococcus] torques	-0.0199151113898546
Candida tropicalis	[Ruminococcus] gnavus	-0.0547206165834874
Candida tropicalis	[Eubacterium] rectale	-0.0370993183818962
Candida tropicalis	Roseburia intestinalis	-0.0492974663731931
Candida tropicalis	Roseburia hominis	-0.0166122769828207
Candida tropicalis	Roseburia sp. NSJ-69	-0.0443577479039433
Candida tropicalis	Anaerobutyricum hallii	-0.0209593139597093
Candida tropicalis	Coprococcus comes	-0.0160414809688288
Candida tropicalis	Coprococcus catus	-0.0395925618601445
Candida tropicalis	[Clostridium] scindens	-0.0235042526595268
Candida tropicalis	[Clostridium] symbiosum	0.313925139208581
Candida tropicalis	[Clostridium] hylemonae	-0.0603507815863137
Candida tropicalis	Dorea longicatena	-0.0253521079235862
Candida tropicalis	Lachnospiraceae bacterium	-0.0260106258582184
Candida tropicalis	Lachnospiraceae bacterium GAM79	-0.0092906126714879
Candida tropicalis	Enterocloster bolteae	0.902739202003902
Candida tropicalis	Enterocloster clostridioformis	0.0544198654527415
Candida tropicalis	Lachnospira eligens	-0.0230343390895039
Candida tropicalis	Faecalicatena sp. Marseille-Q4148	-0.0485686967619854
Candida tropicalis	Wansuia hejianensis	0.02691630481848
Candida tropicalis	Oscillospiraceae bacterium	-0.0451219099954596
Candida tropicalis	Ruminococcus sp. SR1/5	-0.0481358307250752
Candida tropicalis	Faecalibacterium prausnitzii	-0.0245217029030336
Candida tropicalis	Faecalibacterium sp. IP329	0.0195067247934507
Candida tropicalis	Faecalibacterium sp. I2392	-0.0219194370361032
Candida tropicalis	Faecalibacterium sp. I4384	-0.0421103895194071
Candida tropicalis	[Eubacterium] siraeum	-0.0194858040416935
Candida tropicalis	Flavonifractor plautii	-0.0266541611147577
Candida tropicalis	Vescimonas coprocola	-0.0361048078596445
Candida tropicalis	Clostridium sp. M62/1	-0.0675707179175444
Candida tropicalis	Eubacterium callanderi	0.044299983193083
Candida tropicalis	Eubacterium sp. c-25	-0.0573153781038071
Candida tropicalis	Eubacterium limosum	0.0533707503102048
Candida tropicalis	Clostridioides difficile	-0.0680870378862732
Candida tropicalis	Mogibacterium diversum	0.700066365756643
Candida tropicalis	butyrate-producing bacterium SS3/4	-0.0275802692421772
Candida tropicalis	uncultured Clostridia bacterium	-0.0381274014156543
Candida tropicalis	Clostridia bacterium UC5.1-1D4	-0.0483763780109871
Candida tropicalis	Erysipelatoclostridium ramosum	-0.0609611594887143
Candida tropicalis	[Clostridium] innocuum	-0.0548542663942418
Candida tropicalis	Erysipelotrichaceae bacterium 66202529	-0.0331520033840742
Candida tropicalis	Longicatena caecimuris	-0.0297662856188516
Candida tropicalis	Faecalitalea cylindroides	-0.0410047932765809
Candida tropicalis	Parvimonas micra	0.617633104832242
Candida tropicalis	Lawsonella clevelandensis	-0.043355726028443
Candida tropicalis	Actinomyces graevenitzii	-0.0226134301889266
Candida tropicalis	Actinomyces naeslundii	-0.0473935602847801
Candida tropicalis	Actinomyces sp. oral taxon 414	-0.048305089852437
Candida tropicalis	Actinomyces pacaensis	-0.00270145414038738
Candida tropicalis	Actinomyces oris	-0.0458604411703099
Candida tropicalis	Schaalia odontolytica	0.244957185478844
Candida tropicalis	Pauljensenia hongkongensis	-0.0136637832660896
Candida tropicalis	Bifidobacterium longum	0.0249518354477587
Candida tropicalis	Eggerthella lenta	-0.0557713776341535
Candida tropicalis	Adlercreutzia hattorii	0.00280090380093429
Candida tropicalis	Adlercreutzia equolifaciens	-0.0144704827282391
Candida tropicalis	Collinsella aerofaciens	0.0121314045730777
Candida tropicalis	Lancefieldella parvula	0.0799172937859954
Candida tropicalis	Escherichia coli	0.0051578184177573
Candida tropicalis	Klebsiella pneumoniae	-0.0424000345400473
Candida tropicalis	Salmonella enterica	-0.0540120809439016
Candida tropicalis	Polynucleobacter sp. MG-Unter2-18	-0.00591514968624185
Candida tropicalis	Bacteroides thetaiotaomicron	-0.0237066674561531
Candida tropicalis	Bacteroides uniformis	-0.0146626974961989
Candida tropicalis	Bacteroides ovatus	0.0549293191560614
Candida tropicalis	Bacteroides xylanisolvens	0.00950274760048563
Candida tropicalis	Bacteroides caccae	-0.0243531123729186
Candida tropicalis	Bacteroides fragilis	-0.02275348421366
Candida tropicalis	Phocaeicola dorei	-0.0118121270721564
Candida tropicalis	Phocaeicola vulgatus	0.220613338905187
Candida tropicalis	Parabacteroides distasonis	0.0782101391894618
Candida tropicalis	Parabacteroides merdae	-0.0146869284454402
Candida tropicalis	Alistipes onderdonkii	-0.039511197489189
Candida tropicalis	Alistipes shahii	0.178877172319896
Candida tropicalis	Akkermansia muciniphila	0.0469603909612817
Candida tropicalis	uncultured human fecal virus	-0.0606685022653346
Candida tropicalis	Blautia pseudococcoides	-0.0717897557594169
Candida tropicalis	Anaerostipes caccae	-0.0429755332190641
Candida tropicalis	Lachnoclostridium sp. YL32	0.0491133851050843
Candida tropicalis	Lachnoclostridium phocaeense	-0.051109893246307
Candida tropicalis	Simiaoa sunii	-0.0412615296081076
Candida tropicalis	Sellimonas intestinalis	-0.0454722607856791
Candida tropicalis	Dysosmobacter welbionis	0.000932122758382987
Candida tropicalis	Clostridiaceae bacterium Marseille-Q4149	-0.0329659939826634
Candida tropicalis	Eubacterium sp. NSJ-61	-0.06223761804491
Candida tropicalis	Massilistercora timonensis	-0.0511196118420907
Candida tropicalis	Clostridiales bacterium CCNA10	-0.014811428512229
Candida tropicalis	Geobacillus zalihae	0.514194800811702
Candida tropicalis	Streptococcus vestibularis	-0.0130763337874906
Candida tropicalis	Streptococcus sp. HSISM1	0.275359706539568
Candida tropicalis	Streptococcus sp. LPB0220	0.243495831789635
Candida tropicalis	Streptococcus sp. HSISS3	0.0363369992741977
Candida tropicalis	Streptococcus anginosus	0.0618447175537102
Candida tropicalis	Streptococcus mitis	0.038195414749289
Candida tropicalis	Streptococcus sanguinis	-0.0449359390306812
Candida tropicalis	Streptococcus oralis	0.134364599114481
Candida tropicalis	Lactococcus lactis	0.01774059969765
Candida tropicalis	Limosilactobacillus oris	0.560064728013723
