Species1	Species2	Values
Homo sapiens	Streptococcus lutetiensis	-0.206200528796994
Homo sapiens	Enterococcus avium	-0.513581966876601
Homo sapiens	Acidaminococcus intestini	-0.299095705349115
Homo sapiens	Faecalibacterium sp. IP118	-0.410393838728888
Homo sapiens	Ruthenibacterium lactatiformans	-0.562908508436518
Homo sapiens	Streptococcus agalactiae	-0.595179092572946
Homo sapiens	Actinomyces sp. HMT 175	-0.54789383331131
Homo sapiens	Bacteroides sp. KGMB07931	0.0622436237498812
Saccharomyces cerevisiae	Homo sapiens	0.352290581441203
Saccharomyces cerevisiae	Saccharomyces cerevisiae	1
Saccharomyces cerevisiae	Candida tropicalis	0.275683853136009
Saccharomyces cerevisiae	Candida albicans	-0.114006421336854
Saccharomyces cerevisiae	Botrytis cinerea	0.872786412173594
Saccharomyces cerevisiae	Aspergillus oryzae	0.550444584997943
Saccharomyces cerevisiae	Toxoplasma gondii	0.607658813028016
Saccharomyces cerevisiae	Trypanosoma brucei	0.519648251092233
Saccharomyces cerevisiae	Leishmania infantum	0.739092902740229
Saccharomyces cerevisiae	Staphylococcus aureus	-0.0430279640219125
Saccharomyces cerevisiae	Streptococcus pneumoniae	0.311604382858223
Saccharomyces cerevisiae	Streptococcus thermophilus	0.0619391121682582
Saccharomyces cerevisiae	Streptococcus sp. A12	0.122277123277562
Saccharomyces cerevisiae	Streptococcus salivarius	-0.173783044666615
Saccharomyces cerevisiae	Streptococcus australis	0.116367226538487
Saccharomyces cerevisiae	Streptococcus parasanguinis	-0.142835972378571
Saccharomyces cerevisiae	Lactococcus piscium	0.0592183227563867
Saccharomyces cerevisiae	Limosilactobacillus fermentum	-0.167954025187157
Saccharomyces cerevisiae	Latilactobacillus sakei	0.129699503709429
Saccharomyces cerevisiae	Leuconostoc carnosum	0.12395579622506
Saccharomyces cerevisiae	Lactobacillus helveticus	0.126088530894774
Saccharomyces cerevisiae	Enterococcus faecium	-0.287307401778871
Saccharomyces cerevisiae	Abiotrophia defectiva	0.096578495118275
Saccharomyces cerevisiae	Blautia wexlerae	-0.202319370510085
Saccharomyces cerevisiae	Blautia massiliensis	0.0654993248014091
Saccharomyces cerevisiae	Blautia sp. SC05B48	0.0543510856266549
Saccharomyces cerevisiae	Blautia sp. NBRC 113351	-0.234888038468977
Saccharomyces cerevisiae	Blautia obeum	-0.195996710612089
Saccharomyces cerevisiae	Blautia argi	-0.338477688995878
Saccharomyces cerevisiae	Blautia producta	-0.304331091465914
Saccharomyces cerevisiae	uncultured Blautia sp.	-0.329153110439556
Saccharomyces cerevisiae	Anaerostipes hadrus	0.0700027319346403
Saccharomyces cerevisiae	[Ruminococcus] torques	-0.308761490922677
Saccharomyces cerevisiae	[Ruminococcus] gnavus	-0.26348676296142
Saccharomyces cerevisiae	[Eubacterium] rectale	-0.241889086256196
Saccharomyces cerevisiae	Roseburia intestinalis	-0.245952211369185
Saccharomyces cerevisiae	Roseburia hominis	-0.257450294615889
Saccharomyces cerevisiae	Roseburia sp. NSJ-69	-0.244159513665991
Saccharomyces cerevisiae	Anaerobutyricum hallii	-0.261055332115236
Saccharomyces cerevisiae	Coprococcus comes	-0.226141130834232
Saccharomyces cerevisiae	Coprococcus catus	-0.241892351721972
Saccharomyces cerevisiae	[Clostridium] scindens	-0.215351322481835
Saccharomyces cerevisiae	[Clostridium] symbiosum	-0.279683710577323
Saccharomyces cerevisiae	[Clostridium] hylemonae	-0.200781328851324
Saccharomyces cerevisiae	Dorea longicatena	-0.20203511717394
Saccharomyces cerevisiae	Lachnospiraceae bacterium	-0.353892357762481
Saccharomyces cerevisiae	Lachnospiraceae bacterium GAM79	-0.307775522420493
Saccharomyces cerevisiae	Enterocloster bolteae	-0.162017532215058
Saccharomyces cerevisiae	Enterocloster clostridioformis	-0.305938832857495
Saccharomyces cerevisiae	Lachnospira eligens	-0.231372331523443
Saccharomyces cerevisiae	Faecalicatena sp. Marseille-Q4148	-0.348967181799319
Saccharomyces cerevisiae	Wansuia hejianensis	-0.362938316834006
Saccharomyces cerevisiae	Oscillospiraceae bacterium	-0.302650980053661
Saccharomyces cerevisiae	Ruminococcus sp. SR1/5	0.0698106459314124
Saccharomyces cerevisiae	Faecalibacterium prausnitzii	-0.182097447824626
Saccharomyces cerevisiae	Faecalibacterium sp. IP329	-0.207185076673449
Saccharomyces cerevisiae	Faecalibacterium sp. I2392	-0.178289043800179
Saccharomyces cerevisiae	Faecalibacterium sp. I4384	-0.18108148277542
Saccharomyces cerevisiae	[Eubacterium] siraeum	-0.280678709327464
Saccharomyces cerevisiae	Flavonifractor plautii	-0.310043999611066
Saccharomyces cerevisiae	Vescimonas coprocola	-0.235644674194848
Saccharomyces cerevisiae	Clostridium sp. M62/1	-0.345263908933136
Saccharomyces cerevisiae	Eubacterium callanderi	-0.135728835896006
Saccharomyces cerevisiae	Eubacterium sp. c-25	-0.33743784638133
Saccharomyces cerevisiae	Eubacterium limosum	-0.160154446138875
Saccharomyces cerevisiae	Clostridioides difficile	-0.288122959323376
Saccharomyces cerevisiae	Mogibacterium diversum	-0.0323075483670755
Saccharomyces cerevisiae	butyrate-producing bacterium SS3/4	-0.269989593863537
Saccharomyces cerevisiae	uncultured Clostridia bacterium	-0.318790187959204
Saccharomyces cerevisiae	Clostridia bacterium UC5.1-1D4	-0.238012702190705
Saccharomyces cerevisiae	Erysipelatoclostridium ramosum	-0.00703500593491926
Saccharomyces cerevisiae	[Clostridium] innocuum	-0.260279716398142
Saccharomyces cerevisiae	Erysipelotrichaceae bacterium 66202529	-0.18866100933849
Saccharomyces cerevisiae	Longicatena caecimuris	-0.240412730354135
Saccharomyces cerevisiae	Faecalitalea cylindroides	-0.278043793976064
Saccharomyces cerevisiae	Parvimonas micra	0.117948741954216
Saccharomyces cerevisiae	Lawsonella clevelandensis	0.106767334403708
Saccharomyces cerevisiae	Actinomyces graevenitzii	0.116292808690041
Saccharomyces cerevisiae	Actinomyces naeslundii	0.11438366085572
Saccharomyces cerevisiae	Actinomyces sp. oral taxon 414	0.115733966854956
Saccharomyces cerevisiae	Actinomyces pacaensis	0.0891428350802988
Saccharomyces cerevisiae	Actinomyces oris	-0.0839933021529491
Saccharomyces cerevisiae	Schaalia odontolytica	0.0424031308265067
Saccharomyces cerevisiae	Pauljensenia hongkongensis	0.118721322014617
Saccharomyces cerevisiae	Bifidobacterium longum	-0.275874190809897
Saccharomyces cerevisiae	Eggerthella lenta	-0.279689788993964
Saccharomyces cerevisiae	Adlercreutzia hattorii	-0.30512578347773
Saccharomyces cerevisiae	Adlercreutzia equolifaciens	-0.22635550570191
Saccharomyces cerevisiae	Collinsella aerofaciens	-0.268015605507009
Saccharomyces cerevisiae	Lancefieldella parvula	0.0859368352599524
Saccharomyces cerevisiae	Escherichia coli	-0.0664519908454942
Saccharomyces cerevisiae	Klebsiella pneumoniae	-0.196095695808562
Saccharomyces cerevisiae	Salmonella enterica	-0.0372035141642951
Saccharomyces cerevisiae	Polynucleobacter sp. MG-Unter2-18	0.718307555563128
Saccharomyces cerevisiae	Bacteroides thetaiotaomicron	-0.0705589144285593
Saccharomyces cerevisiae	Bacteroides uniformis	-0.0685373392222186
Saccharomyces cerevisiae	Bacteroides ovatus	-0.186693943887473
Saccharomyces cerevisiae	Bacteroides xylanisolvens	-0.168668448703304
Saccharomyces cerevisiae	Bacteroides caccae	-0.0523250330174269
Saccharomyces cerevisiae	Bacteroides fragilis	-0.206165352867361
Saccharomyces cerevisiae	Phocaeicola dorei	0.153087148107747
Saccharomyces cerevisiae	Phocaeicola vulgatus	-0.17974446179005
Saccharomyces cerevisiae	Parabacteroides distasonis	-0.162062290270113
Saccharomyces cerevisiae	Parabacteroides merdae	-0.146299546149664
Saccharomyces cerevisiae	Alistipes onderdonkii	-0.170332912289866
Saccharomyces cerevisiae	Alistipes shahii	-0.148033137452964
Saccharomyces cerevisiae	Akkermansia muciniphila	-0.148726875993105
Saccharomyces cerevisiae	uncultured human fecal virus	-0.174781273021859
Saccharomyces cerevisiae	Blautia pseudococcoides	-0.33376770380989
Saccharomyces cerevisiae	Anaerostipes caccae	-0.250268622599046
Saccharomyces cerevisiae	Lachnoclostridium sp. YL32	-0.16836598662578
Saccharomyces cerevisiae	Lachnoclostridium phocaeense	-0.251600733155282
Saccharomyces cerevisiae	Simiaoa sunii	-0.3411079625734
Saccharomyces cerevisiae	Sellimonas intestinalis	-0.231891159212453
Saccharomyces cerevisiae	Dysosmobacter welbionis	-0.300271773467104
Saccharomyces cerevisiae	Clostridiaceae bacterium Marseille-Q4149	-0.24323158390011
Saccharomyces cerevisiae	Eubacterium sp. NSJ-61	-0.309669164753944
Saccharomyces cerevisiae	Massilistercora timonensis	-0.252682473703026
Saccharomyces cerevisiae	Clostridiales bacterium CCNA10	-0.380341631221118
Saccharomyces cerevisiae	Geobacillus zalihae	-0.0106100763362716
Saccharomyces cerevisiae	Streptococcus vestibularis	-0.153499239057151
Saccharomyces cerevisiae	Streptococcus sp. HSISM1	-0.192203018823118
Saccharomyces cerevisiae	Streptococcus sp. LPB0220	-0.193244739469159
Saccharomyces cerevisiae	Streptococcus sp. HSISS3	-0.17377675395515
Saccharomyces cerevisiae	Streptococcus anginosus	-0.118667591009234
Saccharomyces cerevisiae	Streptococcus mitis	-0.221499275213559
Saccharomyces cerevisiae	Streptococcus sanguinis	-0.0603381528282892
Saccharomyces cerevisiae	Streptococcus oralis	-0.241404276746558
Saccharomyces cerevisiae	Lactococcus lactis	-0.249509299619443
Saccharomyces cerevisiae	Limosilactobacillus oris	-0.161165660253582
Saccharomyces cerevisiae	Lactiplantibacillus plantarum	0.0860105453070821
Saccharomyces cerevisiae	Lacticaseibacillus rhamnosus	-0.186250800415186
Saccharomyces cerevisiae	Faecalibacillus intestinalis	-0.225210719583065
Saccharomyces cerevisiae	Catenibacterium sp. co_0103	-0.282775951070758
Saccharomyces cerevisiae	Bifidobacterium adolescentis	-0.148597154660047
Saccharomyces cerevisiae	Bifidobacterium pseudocatenulatum	-0.143970766221127
Saccharomyces cerevisiae	Bifidobacterium breve	-0.182968658106234
Saccharomyces cerevisiae	Bifidobacterium bifidum	-0.144942984672811
Saccharomyces cerevisiae	Bifidobacterium dentium	-0.238337954615157
Saccharomyces cerevisiae	Actinomyces sp. oral taxon 171	0.0115304977485161
Saccharomyces cerevisiae	Actinomyces sp. oral taxon 169	-0.256050753308737
Saccharomyces cerevisiae	Cutibacterium acnes	-0.0479578514253104
Saccharomyces cerevisiae	Gordonibacter urolithinfaciens	-0.364565064062669
Saccharomyces cerevisiae	Gordonibacter pamelaeae	-0.341197820873964
Saccharomyces cerevisiae	Bacteroides stercoris	-0.16363669064816
Saccharomyces cerevisiae	Bacteroides salyersiae	0.162176021454526
Saccharomyces cerevisiae	Streptococcus lutetiensis	-0.0783264420424973
Saccharomyces cerevisiae	Enterococcus avium	-0.24149417131333
Saccharomyces cerevisiae	Acidaminococcus intestini	-0.14771774476645
Saccharomyces cerevisiae	Faecalibacterium sp. IP118	-0.145962600140258
Saccharomyces cerevisiae	Ruthenibacterium lactatiformans	-0.256327608665792
Saccharomyces cerevisiae	Streptococcus agalactiae	-0.25837217196223
Saccharomyces cerevisiae	Actinomyces sp. HMT 175	-0.167556349935525
Saccharomyces cerevisiae	Bacteroides sp. KGMB07931	-0.11969821118234
Candida tropicalis	Homo sapiens	0.15852860997419
Candida tropicalis	Saccharomyces cerevisiae	0.275683853136009
Candida tropicalis	Candida tropicalis	1
Candida tropicalis	Candida albicans	0.340288058397503
Candida tropicalis	Botrytis cinerea	0.341859514687385
Candida tropicalis	Aspergillus oryzae	0.238872489721867
Candida tropicalis	Toxoplasma gondii	0.27049562592243
Candida tropicalis	Trypanosoma brucei	0.343074156884678
Candida tropicalis	Leishmania infantum	0.236620054895161
Candida tropicalis	Staphylococcus aureus	0.0927379423080386
Candida tropicalis	Streptococcus pneumoniae	0.173291268500496
Candida tropicalis	Streptococcus thermophilus	-0.0667782092283329
Candida tropicalis	Streptococcus sp. A12	-0.0938183510812578
Candida tropicalis	Streptococcus salivarius	0.0451912883520427
Candida tropicalis	Streptococcus australis	-0.0947695791491513
Candida tropicalis	Streptococcus parasanguinis	0.0452551716989857
Candida tropicalis	Lactococcus piscium	-0.0740715923479454
Candida tropicalis	Limosilactobacillus fermentum	-0.0659473777965789
Candida tropicalis	Latilactobacillus sakei	-0.0914469172539087
Candida tropicalis	Leuconostoc carnosum	-0.0879917401443726
Candida tropicalis	Lactobacillus helveticus	-0.0932153347810681
Candida tropicalis	Enterococcus faecium	-0.102907952145525
Candida tropicalis	Abiotrophia defectiva	-0.107927701055982
Candida tropicalis	Blautia wexlerae	-0.0926675180046394
Candida tropicalis	Blautia massiliensis	-0.114684529956101
Candida tropicalis	Blautia sp. SC05B48	-0.120667072402874
Candida tropicalis	Blautia sp. NBRC 113351	-0.14077427918409
Candida tropicalis	Blautia obeum	-0.0998272736864266
Candida tropicalis	Blautia argi	-0.167264818482203
Candida tropicalis	Blautia producta	-0.18381010165023
Candida tropicalis	uncultured Blautia sp.	-0.187220112485696
Candida tropicalis	Anaerostipes hadrus	-0.106730510923724
Candida tropicalis	[Ruminococcus] torques	-0.0909419284651383
Candida tropicalis	[Ruminococcus] gnavus	-0.158300176907629
Candida tropicalis	[Eubacterium] rectale	-0.0831181143441696
Candida tropicalis	Roseburia intestinalis	-0.122077301421525
Candida tropicalis	Roseburia hominis	-0.0929323237456198
Candida tropicalis	Roseburia sp. NSJ-69	-0.11230742788434
Candida tropicalis	Anaerobutyricum hallii	-0.0405010948802687
Candida tropicalis	Coprococcus comes	-0.0397898088951067
Candida tropicalis	Coprococcus catus	-0.110399561986577
Candida tropicalis	[Clostridium] scindens	-0.0090094207867635
Candida tropicalis	[Clostridium] symbiosum	-0.100102331974142
Candida tropicalis	[Clostridium] hylemonae	-0.156833691224411
Candida tropicalis	Dorea longicatena	-0.00123775635254498
Candida tropicalis	Lachnospiraceae bacterium	-0.154537514214873
Candida tropicalis	Lachnospiraceae bacterium GAM79	-0.155063628981809
Candida tropicalis	Enterocloster bolteae	-0.0618497201856937
Candida tropicalis	Enterocloster clostridioformis	-0.155218240774999
Candida tropicalis	Lachnospira eligens	-0.0874506596315351
Candida tropicalis	Faecalicatena sp. Marseille-Q4148	-0.139622941500484
Candida tropicalis	Wansuia hejianensis	-0.118724013825927
Candida tropicalis	Oscillospiraceae bacterium	-0.136071917239135
Candida tropicalis	Ruminococcus sp. SR1/5	-0.113229226033605
Candida tropicalis	Faecalibacterium prausnitzii	-0.0963777981007372
Candida tropicalis	Faecalibacterium sp. IP329	-0.102383392936032
Candida tropicalis	Faecalibacterium sp. I2392	-0.0936687207655988
Candida tropicalis	Faecalibacterium sp. I4384	-0.0952451155299475
Candida tropicalis	[Eubacterium] siraeum	-0.10656658916048
Candida tropicalis	Flavonifractor plautii	-0.102305234875125
Candida tropicalis	Vescimonas coprocola	-0.084004376514969
Candida tropicalis	Clostridium sp. M62/1	-0.162749312759484
Candida tropicalis	Eubacterium callanderi	-0.0329273914662059
Candida tropicalis	Eubacterium sp. c-25	-0.183532682568888
Candida tropicalis	Eubacterium limosum	-0.053640000808108
Candida tropicalis	Clostridioides difficile	-0.144543737937811
Candida tropicalis	Mogibacterium diversum	0.136313900975141
Candida tropicalis	butyrate-producing bacterium SS3/4	-0.106046930716552
Candida tropicalis	uncultured Clostridia bacterium	-0.0948205755551297
Candida tropicalis	Clostridia bacterium UC5.1-1D4	-0.140690399815739
Candida tropicalis	Erysipelatoclostridium ramosum	-0.140182876590873
Candida tropicalis	[Clostridium] innocuum	-0.154482871648965
Candida tropicalis	Erysipelotrichaceae bacterium 66202529	-0.110229066605323
Candida tropicalis	Longicatena caecimuris	-0.130602308636902
Candida tropicalis	Faecalitalea cylindroides	-0.0219558790950031
Candida tropicalis	Parvimonas micra	0.0435944612201407
Candida tropicalis	Lawsonella clevelandensis	-0.103533157270579
Candida tropicalis	Actinomyces graevenitzii	-0.091156140449847
Candida tropicalis	Actinomyces naeslundii	-0.0977504932358549
Candida tropicalis	Actinomyces sp. oral taxon 414	-0.0967380716955261
Candida tropicalis	Actinomyces pacaensis	-0.100370643822043
Candida tropicalis	Actinomyces oris	-0.118386108673576
Candida tropicalis	Schaalia odontolytica	-0.0672287772212855
Candida tropicalis	Pauljensenia hongkongensis	-0.0967488979583157
Candida tropicalis	Bifidobacterium longum	-0.130516247026432
Candida tropicalis	Eggerthella lenta	-0.161381736049046
Candida tropicalis	Adlercreutzia hattorii	-0.0643704110367326
Candida tropicalis	Adlercreutzia equolifaciens	0.00294913709599001
Candida tropicalis	Collinsella aerofaciens	0.0317816185204356
Candida tropicalis	Lancefieldella parvula	-0.0572332525747754
Candida tropicalis	Escherichia coli	0.0122869779500488
Candida tropicalis	Klebsiella pneumoniae	-0.130022152515089
Candida tropicalis	Salmonella enterica	-0.0010857749084963
Candida tropicalis	Polynucleobacter sp. MG-Unter2-18	0.34764713707658
Candida tropicalis	Bacteroides thetaiotaomicron	0.00177713242385816
Candida tropicalis	Bacteroides uniformis	0.0185891340325879
Candida tropicalis	Bacteroides ovatus	-0.0362638395094365
Candida tropicalis	Bacteroides xylanisolvens	-0.0316551198534821
Candida tropicalis	Bacteroides caccae	-0.0277191471998296
Candida tropicalis	Bacteroides fragilis	0.0570076288188433
Candida tropicalis	Phocaeicola dorei	0.0651962875695111
Candida tropicalis	Phocaeicola vulgatus	-0.0221811384794656
Candida tropicalis	Parabacteroides distasonis	-0.043742282482576
Candida tropicalis	Parabacteroides merdae	-0.0576871400298548
Candida tropicalis	Alistipes onderdonkii	-0.0422820301452704
Candida tropicalis	Alistipes shahii	-0.067882564236633
Candida tropicalis	Akkermansia muciniphila	-0.0618513273622545
Candida tropicalis	uncultured human fecal virus	-0.130386197608975
Candida tropicalis	Blautia pseudococcoides	-0.20532330356422
Candida tropicalis	Anaerostipes caccae	-0.155121279533105
Candida tropicalis	Lachnoclostridium sp. YL32	-0.111084473939515
Candida tropicalis	Lachnoclostridium phocaeense	-0.158625727389794
Candida tropicalis	Simiaoa sunii	-0.147002424403607
Candida tropicalis	Sellimonas intestinalis	-0.148016262480472
Candida tropicalis	Dysosmobacter welbionis	-0.126865180548654
Candida tropicalis	Clostridiaceae bacterium Marseille-Q4149	-0.055722264416308
Candida tropicalis	Eubacterium sp. NSJ-61	-0.135449952538971
Candida tropicalis	Massilistercora timonensis	-0.154955905970934
Candida tropicalis	Clostridiales bacterium CCNA10	-0.196962663296875
Candida tropicalis	Geobacillus zalihae	0.117539204359848
Candida tropicalis	Streptococcus vestibularis	0.0433204914686119
Candida tropicalis	Streptococcus sp. HSISM1	-0.000761224619857983
Candida tropicalis	Streptococcus sp. LPB0220	-0.0170963593485145
Candida tropicalis	Streptococcus sp. HSISS3	0.0575226135802155
Candida tropicalis	Streptococcus anginosus	0.030093126827075
Candida tropicalis	Streptococcus mitis	-0.0872678313016071
Candida tropicalis	Streptococcus sanguinis	-0.113810908180209
Candida tropicalis	Streptococcus oralis	-0.0441586362493655
Candida tropicalis	Lactococcus lactis	-0.0176766175116405
Candida tropicalis	Limosilactobacillus oris	-0.0594877713820037
